#"Step","Time (ps)","Temperature (K)","Speed (ns/day)"
2485000,4970.000000095023,299.5515566399769,475
2490000,4980.00000009706,301.52186087621993,475
2495000,4990.000000099098,298.4026804956712,475
2500000,5000.000000101135,300.31671496194275,475
2505000,5010.000000103172,302.85787546179813,475
2510000,5020.000000105209,298.8615499675722,475
2515000,5030.000000107247,301.948228752106,475
2520000,5040.000000109284,301.7674137506023,475
2525000,5050.000000111321,300.98138365541325,475
2530000,5060.0000001133585,302.7012929427655,475
2535000,5070.000000115396,301.0880198442433,475
2540000,5080.000000117433,300.5633291129297,475
2545000,5090.00000011947,301.1229535324771,475
2550000,5100.000000121508,300.53845544251004,475
2555000,5110.000000123545,300.195839978668,475
2560000,5120.000000125582,303.49539316213514,475
2565000,5130.000000127619,299.3035274535171,475
2570000,5140.000000129657,300.9559351268329,475
2575000,5150.000000131694,300.0570117328327,475
2580000,5160.000000133731,300.58972836846834,475
2585000,5170.0000001357685,299.1472986933527,475
2590000,5180.000000137806,299.3807574364289,475
2595000,5190.000000139843,300.0839637366029,475
2600000,5200.00000014188,300.44994939567476,475
2605000,5210.0000001439175,298.9130218828939,475
2610000,5220.000000145955,301.5952879512986,475
2615000,5230.000000147992,300.85400835293564,475
2620000,5240.000000150029,298.4890639892974,475
2625000,5250.000000152067,301.21006665376893,475
2630000,5260.000000154104,300.4576878709164,475
2635000,5270.000000156141,301.3256794738793,475
2640000,5280.000000158178,302.4529099974376,475
2645000,5290.000000160216,299.4187201849715,475
2650000,5300.000000162253,298.85394415190615,475
2655000,5310.00000016429,299.1363321684388,475
2660000,5320.0000001663275,298.7511329808384,475
2665000,5330.000000168365,301.98440059637835,475
2670000,5340.000000170402,301.8264914815901,475
2675000,5350.000000172439,304.09105676637944,475
2680000,5360.000000174477,301.26808310815204,475
2685000,5370.000000176514,302.0653229374768,475
2690000,5380.000000178551,304.3039974951006,475
2695000,5390.000000180588,301.1391380006968,475
2700000,5400.000000182626,300.5263392012746,475
2705000,5410.000000184663,300.0546459704017,475
2710000,5420.0000001867,299.97869836338714,475
2715000,5430.000000188737,298.9142821488618,475
2720000,5440.000000190775,298.705674966276,475
2725000,5450.000000192812,300.83132356551295,475
2730000,5460.000000194849,304.4552736311103,475
2735000,5470.0000001968865,297.01050668976774,475
2740000,5480.000000198924,299.30856851738884,475
2745000,5490.000000200961,299.93618096941657,475
2750000,5500.000000202998,300.8993337079225,475
2755000,5510.000000205036,301.17588470313007,475
2760000,5520.000000207073,299.4384422418731,475
2765000,5530.00000020911,300.8869963673944,475
2770000,5540.000000211147,300.7084807985339,475
2775000,5550.000000213185,301.7435350269995,475
2780000,5560.000000215222,299.62867607324233,475
2785000,5570.000000217259,303.4339275587871,475
2790000,5580.000000219296,302.07792559715614,475
2795000,5590.000000221334,300.14498714136573,475
2800000,5600.000000223371,299.73038174784693,475
2805000,5610.000000225408,299.4741718875603,475
2810000,5620.0000002274455,301.49165871284816,475
2815000,5630.000000229483,301.68671250879646,475
2820000,5640.00000023152,299.38188504282124,475
2825000,5650.000000233557,298.68511273206246,475
2830000,5660.000000235595,300.7852906927897,475
2835000,5670.000000237632,299.4172609296403,475
2840000,5680.000000239669,300.3947851221664,475
2845000,5690.000000241706,300.23809205348743,475
2850000,5700.000000243744,299.65335075429863,475
2855000,5710.000000245781,300.6406033157,475
2860000,5720.000000247818,299.89255807898286,475
2865000,5730.0000002498555,299.8361998692943,475
2870000,5740.000000251893,298.61046961087436,475
2875000,5750.00000025393,302.677944857465,475
2880000,5760.000000255967,298.0295091095892,475
2885000,5770.000000258005,301.06955805330966,475
2890000,5780.000000260042,300.64816491150754,475
2895000,5790.000000262079,300.5472109744978,475
2900000,5800.000000264116,302.49248677081636,475
2905000,5810.000000266154,301.0241221486765,475
2910000,5820.000000268191,303.6836370998708,475
2915000,5830.000000270228,302.17936595260966,475
2920000,5840.000000272265,299.89107671372227,475
2925000,5850.000000274303,299.9969832748867,475
2930000,5860.00000027634,300.8088377674536,475
2935000,5870.000000278377,299.80389726264275,475
2940000,5880.0000002804145,299.0977945617353,475
2945000,5890.000000282452,299.1499961047227,475
2950000,5900.000000284489,301.16235342642176,475
2955000,5910.000000286526,301.75538594908386,475
2960000,5920.000000288564,298.99120259276384,475
2965000,5930.000000290601,299.764917457354,475
2970000,5940.000000292638,299.9187583451582,475
2975000,5950.000000294675,299.68463630420416,475
2980000,5960.000000296713,299.4127062842123,475
2985000,5970.00000029875,303.6184128085482,475
2990000,5980.000000300787,297.14701339303065,475
2995000,5990.000000302824,302.2799440208219,475
3000000,6000.000000304862,300.0039921224627,475
3005000,6010.000000306899,298.7712530164667,475
3010000,6020.000000308936,299.1157036044375,475
3015000,6030.0000003109735,298.2778699449879,475
3020000,6040.000000313011,300.6639514010005,475
3025000,6050.000000315048,298.70025803360676,475
3030000,6060.000000317085,298.88173633298834,475
3035000,6070.000000319123,299.4234738197628,475
3040000,6080.00000032116,299.52049218936395,475
3045000,6090.000000323197,301.6633865334252,475
3050000,6100.000000325234,304.49967036906816,475
